2020-01-01 21:29:28+00:00,received,#############################,KAHF3AS,facebookmessage
2020-01-01 21:29:43+00:00,received,#############,KAHF3AS,facebookmessage
2020-01-01 21:48:13+00:00,sent,####,KAHF3AS,facebookmessage
2020-01-02 18:23:40+00:00,received,###############################################################################,KAHF3AS,facebookmessage
2020-01-02 18:23:58+00:00,received,##############################################################################,KAHF3AS,facebookmessage
2020-01-02 18:37:55+00:00,sent,##################################################################,KAHF3AS,facebookmessage
2020-01-02 18:38:00+00:00,sent,#########################,KAHF3AS,facebookmessage
2020-01-02 19:07:29+00:00,received,############,KAHF3AS,facebookmessage
2020-01-02 19:07:36+00:00,received,##############################,KAHF3AS,facebookmessage
2020-01-02 19:08:05+00:00,received,#################################,KAHF3AS,facebookmessage
2020-01-02 19:08:12+00:00,received,##########,KAHF3AS,facebookmessage
2020-01-02 19:08:23+00:00,sent,##############################################,KAHF3AS,facebookmessage
2020-01-02 19:08:31+00:00,sent,###############,KAHF3AS,facebookmessage
2020-01-02 19:08:41+00:00,sent,##############################################################,KAHF3AS,facebookmessage
2020-01-02 19:08:46+00:00,received,####################,KAHF3AS,facebookmessage
2020-01-02 19:08:55+00:00,received,########################,KAHF3AS,facebookmessage
2020-01-02 19:09:16+00:00,received,##############################################################,KAHF3AS,facebookmessage
2020-01-03 18:38:59+00:00,sent,#############,KAHF3AS,facebookmessage
2020-01-03 19:01:35+00:00,received,##########################,KAHF3AS,facebookmessage
2020-01-03 19:01:53+00:00,sent,##########################,KAHF3AS,facebookmessage
2020-01-03 19:02:02+00:00,received,###########,KAHF3AS,facebookmessage
2020-01-03 22:28:08+00:00,received,#########################,KAHF3AS,facebookmessage
2020-01-03 22:28:49+00:00,sent,##############,KAHF3AS,facebookmessage
2020-01-03 22:28:51+00:00,sent,###########,KAHF3AS,facebookmessage
2020-01-03 22:29:03+00:00,sent,##################################################,KAHF3AS,facebookmessage
2020-01-03 22:57:56+00:00,received,################,KAHF3AS,facebookmessage
2020-01-03 22:57:59+00:00,received,####,KAHF3AS,facebookmessage
2020-01-03 22:58:07+00:00,sent,##########################,KAHF3AS,facebookmessage
2020-01-03 22:58:10+00:00,sent,##############,KAHF3AS,facebookmessage
2020-01-03 22:58:14+00:00,sent,#####,KAHF3AS,facebookmessage
2020-01-03 22:58:20+00:00,received,##############################################,KAHF3AS,facebookmessage
2020-01-08 19:53:15+00:00,sent,,KAHF3AS,facebookmessage
2020-01-08 20:08:31+00:00,received,#########,KAHF3AS,facebookmessage
2020-01-08 20:08:39+00:00,received,#####################,KAHF3AS,facebookmessage
2020-01-08 20:32:30+00:00,received,####,KAHF3AS,facebookmessage
2020-01-08 20:32:34+00:00,received,########,KAHF3AS,facebookmessage
2020-01-09 00:05:27+00:00,received,###########################################################,KAHF3AS,facebookmessage
2020-01-09 00:10:52+00:00,received,#############################,KAHF3AS,facebookmessage
2020-01-09 01:21:54+00:00,received,#############################,KAHF3AS,facebookmessage
2020-01-09 01:22:45+00:00,sent,##############,KAHF3AS,facebookmessage
2020-01-09 01:35:03+00:00,received,#########,KAHF3AS,facebookmessage
2020-01-09 01:35:12+00:00,received,#############,KAHF3AS,facebookmessage
2020-01-09 01:40:37+00:00,received,###########,KAHF3AS,facebookmessage
2020-01-09 02:17:46+00:00,received,#############################,KAHF3AS,facebookmessage
2020-01-09 05:59:58+00:00,received,###,KAHF3AS,facebookmessage
2020-01-09 06:00:03+00:00,received,###########################,KAHF3AS,facebookmessage
2020-01-09 06:00:14+00:00,received,#########################################,KAHF3AS,facebookmessage
2020-01-09 06:00:37+00:00,received,#################################################################################,KAHF3AS,facebookmessage
2020-01-09 06:01:15+00:00,sent,###########################,KAHF3AS,facebookmessage
2020-01-09 06:03:15+00:00,received,########,KAHF3AS,facebookmessage
2020-01-09 06:03:23+00:00,received,############################,KAHF3AS,facebookmessage
2020-01-09 06:06:31+00:00,sent,#####,KAHF3AS,facebookmessage
2020-01-09 06:23:10+00:00,received,#######,KAHF3AS,facebookmessage
2020-01-09 12:35:20+00:00,sent,########################,KAHF3AS,facebookmessage
2020-01-09 12:35:30+00:00,sent,###############################,KAHF3AS,facebookmessage
2020-01-09 15:01:41+00:00,received,############,KAHF3AS,facebookmessage
2020-01-09 15:01:43+00:00,received,##,KAHF3AS,facebookmessage
2020-01-09 15:05:53+00:00,sent,#######,KAHF3AS,facebookmessage
2020-01-09 15:09:51+00:00,received,########################,KAHF3AS,facebookmessage
2020-01-09 15:10:00+00:00,received,###################,KAHF3AS,facebookmessage
2020-01-09 15:10:08+00:00,sent,########################################,KAHF3AS,facebookmessage
2020-01-09 15:10:32+00:00,sent,###################################,KAHF3AS,facebookmessage
2020-01-09 15:10:57+00:00,received,###########################,KAHF3AS,facebookmessage
2020-01-09 15:11:09+00:00,received,#################################,KAHF3AS,facebookmessage
2020-01-09 15:11:24+00:00,sent,##############################,KAHF3AS,facebookmessage
2020-01-09 15:11:29+00:00,sent,###################,KAHF3AS,facebookmessage
2020-01-09 15:13:22+00:00,received,##########################################################,KAHF3AS,facebookmessage
2020-01-09 15:13:32+00:00,received,########################,KAHF3AS,facebookmessage
2020-01-09 15:13:55+00:00,sent,##################################################################,KAHF3AS,facebookmessage
2020-01-09 15:15:22+00:00,sent,#######################################################################################################################,KAHF3AS,facebookmessage
2020-01-09 15:15:34+00:00,sent,######################,KAHF3AS,facebookmessage
2020-01-09 15:15:41+00:00,received,##############,KAHF3AS,facebookmessage
2020-01-09 15:15:51+00:00,received,###############,KAHF3AS,facebookmessage
2020-01-09 15:15:58+00:00,sent,,KAHF3AS,facebookmessage
2020-01-09 15:56:26+00:00,sent,###,KAHF3AS,facebookmessage
2020-01-09 15:56:28+00:00,sent,########,KAHF3AS,facebookmessage
2020-01-09 15:57:13+00:00,sent,#########################################################,KAHF3AS,facebookmessage
2020-01-09 15:57:18+00:00,sent,###########,KAHF3AS,facebookmessage
2020-01-09 15:57:49+00:00,sent,##################################################################,KAHF3AS,facebookmessage
2020-01-09 15:58:05+00:00,sent,############,KAHF3AS,facebookmessage
2020-01-09 15:58:16+00:00,sent,##########################################,KAHF3AS,facebookmessage
2020-01-09 15:58:25+00:00,sent,###################################,KAHF3AS,facebookmessage
2020-01-09 15:58:32+00:00,sent,#################################,KAHF3AS,facebookmessage
2020-01-09 15:59:03+00:00,sent,#################################################################################,KAHF3AS,facebookmessage
2020-01-09 16:00:20+00:00,sent,##############################################################################################################,KAHF3AS,facebookmessage
2020-01-09 16:00:34+00:00,sent,##############################,KAHF3AS,facebookmessage
2020-01-09 16:23:48+00:00,received,#####,KAHF3AS,facebookmessage
2020-01-09 16:23:52+00:00,received,##########,KAHF3AS,facebookmessage
2020-01-09 16:23:55+00:00,received,##################,KAHF3AS,facebookmessage
2020-01-09 19:20:38+00:00,received,#############################,KAHF3AS,facebookmessage
2020-01-10 14:19:15+00:00,received,##################,KAHF3AS,facebookmessage
2020-01-10 14:19:27+00:00,received,###################,KAHF3AS,facebookmessage
2020-01-10 14:27:27+00:00,sent,###################################################,KAHF3AS,facebookmessage
2020-01-10 14:34:36+00:00,received,################################################,KAHF3AS,facebookmessage
2020-01-10 14:34:40+00:00,sent,,KAHF3AS,facebookmessage
2020-01-10 15:27:38+00:00,received,#########,KAHF3AS,facebookmessage
2020-01-10 15:29:54+00:00,sent,#######################################,KAHF3AS,facebookmessage
2020-01-10 15:30:16+00:00,sent,###################################################################,KAHF3AS,facebookmessage
2020-01-10 15:39:06+00:00,received,##########,KAHF3AS,facebookmessage
2020-01-10 15:39:11+00:00,received,####################,KAHF3AS,facebookmessage
2020-01-10 15:40:24+00:00,sent,###,KAHF3AS,facebookmessage
2020-01-10 15:40:38+00:00,received,####,KAHF3AS,facebookmessage
2020-01-10 15:44:47+00:00,sent,####,KAHF3AS,facebookmessage
2020-01-10 15:46:02+00:00,received,###################,KAHF3AS,facebookmessage
2020-01-10 15:46:06+00:00,sent,,KAHF3AS,facebookmessage
2020-01-10 15:46:18+00:00,sent,##########################,KAHF3AS,facebookmessage
2020-01-11 15:12:30+00:00,sent,################################################,KAHF3AS,facebookmessage
2020-01-11 15:13:39+00:00,sent,############################,KAHF3AS,facebookmessage
2020-01-11 15:50:34+00:00,received,########################,KAHF3AS,facebookmessage
2020-01-11 15:50:48+00:00,sent,,KAHF3AS,facebookmessage
2020-01-11 15:50:49+00:00,received,################################################,KAHF3AS,facebookmessage
2020-01-11 15:50:54+00:00,sent,#########,KAHF3AS,facebookmessage
2020-01-11 15:51:03+00:00,sent,##############################,KAHF3AS,facebookmessage
2020-01-11 15:51:34+00:00,sent,##############################################################,KAHF3AS,facebookmessage
2020-01-11 15:54:02+00:00,received,#########################,KAHF3AS,facebookmessage
2020-01-11 15:54:08+00:00,received,##############,KAHF3AS,facebookmessage
2020-01-11 15:54:23+00:00,received,################################,KAHF3AS,facebookmessage
2020-01-11 15:54:35+00:00,received,#######################,KAHF3AS,facebookmessage
2020-01-11 15:54:43+00:00,received,##################################,KAHF3AS,facebookmessage
2020-01-31 16:04:30+00:00,sent,#############,KAHF3AS,facebookmessage
2020-01-31 16:04:41+00:00,received,###########################,KAHF3AS,facebookmessage
2020-01-31 16:06:20+00:00,sent,#####################################################,KAHF3AS,facebookmessage
2020-01-31 16:06:40+00:00,received,#######,KAHF3AS,facebookmessage
2020-01-31 16:06:48+00:00,received,###################,KAHF3AS,facebookmessage
2020-01-31 16:06:53+00:00,sent,#################,KAHF3AS,facebookmessage
2020-01-31 16:07:13+00:00,received,##########################################################################,KAHF3AS,facebookmessage
2020-01-31 16:07:23+00:00,sent,############################,KAHF3AS,facebookmessage
2020-01-31 16:07:33+00:00,received,############################,KAHF3AS,facebookmessage
2020-01-31 16:07:35+00:00,sent,###################################################################,KAHF3AS,facebookmessage
2020-01-31 16:08:03+00:00,received,########################,KAHF3AS,facebookmessage
2020-01-31 16:08:06+00:00,received,########,KAHF3AS,facebookmessage
2020-01-31 16:08:17+00:00,sent,###############,KAHF3AS,facebookmessage
2020-01-31 16:08:27+00:00,sent,###########,KAHF3AS,facebookmessage
2020-01-31 16:08:59+00:00,received,#######,KAHF3AS,facebookmessage
2020-01-31 16:09:18+00:00,received,###################################################,KAHF3AS,facebookmessage
2020-01-31 16:09:45+00:00,sent,############################################################,KAHF3AS,facebookmessage
2020-01-31 16:09:53+00:00,sent,########################################,KAHF3AS,facebookmessage
2020-01-31 16:10:14+00:00,received,###########,KAHF3AS,facebookmessage
2020-01-31 16:10:18+00:00,sent,########################################################,KAHF3AS,facebookmessage
2020-01-31 16:10:25+00:00,received,#########,KAHF3AS,facebookmessage
2020-01-31 16:10:28+00:00,received,#####,KAHF3AS,facebookmessage
2020-01-31 16:10:34+00:00,received,#########################,KAHF3AS,facebookmessage
2020-01-31 16:10:40+00:00,sent,########,KAHF3AS,facebookmessage
2020-01-31 16:11:07+00:00,sent,###########################################################,KAHF3AS,facebookmessage
2020-01-31 16:11:16+00:00,sent,#####################,KAHF3AS,facebookmessage
2020-01-31 16:11:46+00:00,received,##############,KAHF3AS,facebookmessage
2020-01-31 16:12:22+00:00,received,###############################################################################,KAHF3AS,facebookmessage
2020-01-31 16:12:29+00:00,received,##################################,KAHF3AS,facebookmessage
2020-01-31 16:13:23+00:00,sent,#################################################,KAHF3AS,facebookmessage
2020-01-31 16:13:38+00:00,sent,#################################################,KAHF3AS,facebookmessage
2020-01-31 16:14:07+00:00,received,############################################,KAHF3AS,facebookmessage
2020-01-31 16:14:27+00:00,sent,#####################,KAHF3AS,facebookmessage
2020-01-31 16:22:45+00:00,received,###########################,KAHF3AS,facebookmessage
2020-02-04 19:03:33+00:00,received,############################,KAHF3AS,facebookmessage
2020-02-04 19:03:45+00:00,received,####################################################################,KAHF3AS,facebookmessage
2020-01-03 03:39:22+00:00,received,################################################################,9VAFKJA,facebookmessage
2020-01-03 03:39:25+00:00,received,####################,9VAFKJA,facebookmessage
2020-01-03 03:39:28+00:00,received,########,9VAFKJA,facebookmessage
2020-01-03 03:39:55+00:00,sent,#######################,9VAFKJA,facebookmessage
2020-01-03 03:40:15+00:00,received,##########################,9VAFKJA,facebookmessage
2020-01-03 03:40:24+00:00,sent,##,9VAFKJA,facebookmessage
2020-01-03 03:40:29+00:00,received,######################################################################################,9VAFKJA,facebookmessage
2020-01-03 03:40:32+00:00,sent,##########################,9VAFKJA,facebookmessage
2020-01-03 03:40:54+00:00,sent,###########################################################,9VAFKJA,facebookmessage
2020-01-03 03:41:34+00:00,received,####,9VAFKJA,facebookmessage
2020-01-03 03:41:35+00:00,received,###########,9VAFKJA,facebookmessage
2020-01-03 03:43:26+00:00,sent,#############################################,9VAFKJA,facebookmessage
2020-01-03 03:43:51+00:00,sent,######################################,9VAFKJA,facebookmessage
2020-01-03 03:49:54+00:00,received,#################################,9VAFKJA,facebookmessage
2020-01-03 03:50:02+00:00,received,###########################################################################################,9VAFKJA,facebookmessage
2020-01-03 03:50:15+00:00,received,#############################################################################################,9VAFKJA,facebookmessage
2020-01-03 03:59:11+00:00,sent,######,9VAFKJA,facebookmessage
2020-01-03 03:59:17+00:00,sent,########,9VAFKJA,facebookmessage
2020-01-03 03:59:26+00:00,sent,###########################################,9VAFKJA,facebookmessage
2020-01-03 03:59:36+00:00,sent,#####################################################,9VAFKJA,facebookmessage
2020-01-03 03:59:45+00:00,sent,########################################,9VAFKJA,facebookmessage
2020-01-03 04:00:28+00:00,sent,################################################################################,9VAFKJA,facebookmessage
2020-01-03 04:00:35+00:00,sent,#########################,9VAFKJA,facebookmessage
2020-01-03 04:01:31+00:00,received,###################,9VAFKJA,facebookmessage
2020-01-03 04:01:32+00:00,received,##,9VAFKJA,facebookmessage
2020-01-03 04:01:37+00:00,received,################################################,9VAFKJA,facebookmessage
2020-01-03 04:01:41+00:00,received,#####################################,9VAFKJA,facebookmessage
2020-01-03 04:02:25+00:00,sent,##########################################################################################################,9VAFKJA,facebookmessage
2020-01-03 04:02:34+00:00,sent,############,9VAFKJA,facebookmessage
2020-01-03 04:02:47+00:00,sent,############################################################,9VAFKJA,facebookmessage
2020-01-03 04:04:45+00:00,received,#####,9VAFKJA,facebookmessage
2020-01-03 04:04:54+00:00,received,#################################################################,9VAFKJA,facebookmessage
2020-01-03 04:17:22+00:00,sent,################,9VAFKJA,facebookmessage
2020-01-03 04:17:57+00:00,sent,############################,9VAFKJA,facebookmessage
2020-01-03 04:18:13+00:00,received,#######################################################################,9VAFKJA,facebookmessage
2020-01-03 04:18:23+00:00,received,####################################################################################,9VAFKJA,facebookmessage
2020-01-03 04:18:35+00:00,sent,##,9VAFKJA,facebookmessage
2020-01-03 04:18:38+00:00,sent,###########,9VAFKJA,facebookmessage
2020-01-03 04:18:55+00:00,sent,######################################################,9VAFKJA,facebookmessage
2020-01-03 04:19:01+00:00,received,#####,9VAFKJA,facebookmessage
2020-01-03 04:56:52+00:00,sent,####,9VAFKJA,facebookmessage
2020-01-03 04:57:03+00:00,sent,#####################################,9VAFKJA,facebookmessage
2020-01-03 04:57:27+00:00,sent,##################################################,9VAFKJA,facebookmessage
2020-01-03 04:57:32+00:00,received,####,9VAFKJA,facebookmessage
2020-01-03 04:57:40+00:00,received,########################################,9VAFKJA,facebookmessage
2020-01-03 04:57:46+00:00,received,###########################################,9VAFKJA,facebookmessage
2020-01-03 04:57:51+00:00,received,###############################################,9VAFKJA,facebookmessage
2020-01-03 04:57:56+00:00,received,#########################################,9VAFKJA,facebookmessage
2020-01-03 04:58:06+00:00,sent,###########,9VAFKJA,facebookmessage
2020-01-03 04:58:21+00:00,sent,######################,9VAFKJA,facebookmessage
2020-01-03 05:01:05+00:00,received,####,9VAFKJA,facebookmessage
2020-01-03 05:01:20+00:00,received,##################################,9VAFKJA,facebookmessage
2020-01-03 19:41:49+00:00,sent,###################,9VAFKJA,facebookmessage
2020-01-03 19:41:50+00:00,sent,####,9VAFKJA,facebookmessage
2020-01-03 19:42:02+00:00,sent,##############################,9VAFKJA,facebookmessage
2020-01-11 15:38:38+00:00,sent,################################,9VAFKJA,facebookmessage
2020-01-11 15:43:44+00:00,received,##############,9VAFKJA,facebookmessage
2020-01-11 15:44:48+00:00,sent,################################################################,9VAFKJA,facebookmessage
2020-01-11 15:45:07+00:00,sent,##############################################################,9VAFKJA,facebookmessage
2020-01-11 15:45:35+00:00,received,#############,9VAFKJA,facebookmessage
2020-01-11 15:45:37+00:00,received,############,9VAFKJA,facebookmessage
2020-01-11 15:45:40+00:00,received,##########################,9VAFKJA,facebookmessage
2020-01-11 15:45:54+00:00,sent,####,9VAFKJA,facebookmessage
2020-01-11 15:46:17+00:00,sent,##########################################################################################################,9VAFKJA,facebookmessage
2020-01-11 15:46:25+00:00,received,#############,9VAFKJA,facebookmessage
2020-01-11 15:46:27+00:00,received,######,9VAFKJA,facebookmessage
2020-01-11 15:46:30+00:00,received,#####################,9VAFKJA,facebookmessage
2020-01-11 15:46:31+00:00,received,########,9VAFKJA,facebookmessage
2020-01-11 15:46:39+00:00,received,########################################################,9VAFKJA,facebookmessage
2020-01-11 15:47:08+00:00,sent,################,9VAFKJA,facebookmessage
2020-01-11 15:48:03+00:00,received,#########################,9VAFKJA,facebookmessage
2020-01-11 15:48:09+00:00,received,##############,9VAFKJA,facebookmessage
2020-01-11 15:48:15+00:00,sent,#######,9VAFKJA,facebookmessage
2020-01-11 15:48:16+00:00,received,#####################################################,9VAFKJA,facebookmessage
2020-01-11 15:48:38+00:00,sent,######################################################################################################,9VAFKJA,facebookmessage
2020-01-11 15:48:47+00:00,received,########################,9VAFKJA,facebookmessage
2020-01-11 15:48:52+00:00,received,################,9VAFKJA,facebookmessage
2020-01-11 15:49:14+00:00,sent,################################################,9VAFKJA,facebookmessage
2020-01-11 15:49:42+00:00,sent,##################################,9VAFKJA,facebookmessage
2020-01-11 15:51:33+00:00,received,################,9VAFKJA,facebookmessage
2020-01-11 15:51:43+00:00,sent,####,9VAFKJA,facebookmessage
2020-01-13 04:09:25+00:00,received,###########################################################################################################,9VAFKJA,facebookmessage
2020-01-13 06:43:12+00:00,sent,#################,9VAFKJA,facebookmessage
2020-01-16 07:00:40+00:00,sent,###############################################################,9VAFKJA,facebookmessage
2020-01-16 07:00:50+00:00,sent,###################,9VAFKJA,facebookmessage
2020-01-16 14:38:23+00:00,received,###############,9VAFKJA,facebookmessage
2020-01-16 14:38:30+00:00,received,##########,9VAFKJA,facebookmessage
2020-01-16 16:53:30+00:00,sent,####,9VAFKJA,facebookmessage
2020-01-16 17:05:37+00:00,received,###########################################################,9VAFKJA,facebookmessage
2020-01-16 17:05:48+00:00,received,#################################,9VAFKJA,facebookmessage
2020-01-16 17:07:03+00:00,sent,###########################################################,9VAFKJA,facebookmessage
2020-01-16 17:07:20+00:00,sent,#######################################,9VAFKJA,facebookmessage
2020-01-16 17:07:28+00:00,received,###,9VAFKJA,facebookmessage
2020-01-16 17:07:44+00:00,received,#########,9VAFKJA,facebookmessage
2020-01-16 17:07:47+00:00,received,#########,9VAFKJA,facebookmessage
2020-01-16 17:08:12+00:00,sent,##################,9VAFKJA,facebookmessage
2020-01-16 17:08:30+00:00,sent,######################################################,9VAFKJA,facebookmessage
2020-01-16 17:10:54+00:00,received,#####################,9VAFKJA,facebookmessage
2020-01-16 17:11:30+00:00,received,##########################,9VAFKJA,facebookmessage
2020-01-16 17:11:45+00:00,received,#################################################,9VAFKJA,facebookmessage
2020-01-16 17:12:22+00:00,received,###################################,9VAFKJA,facebookmessage
2020-01-16 17:12:29+00:00,received,###################################,9VAFKJA,facebookmessage
2020-01-16 17:14:08+00:00,sent,###############,9VAFKJA,facebookmessage
